
2021-03-21 17:55:57.759718 :  Searching vocabulary <<guessing game>> at 136 - read_vocabulary_to_search - /Users/truongthuan/Develop/python/blog/dictionary/search.py
2021-03-21 17:56:20.093281 :  saved file guessing-game+noun+us.mp3 at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:56:22.347472 :  saved file guessing-game+noun+uk.mp3 at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:56:30.334156 :  saved file guessing-game+noun+us.mp3 at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:56:33.302796 :  saved file guessing-game+noun+uk.mp3 at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:56:56.527246 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guessing_game_1_us_1.mp3 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x106f7c760>, 'Connection to 118.27.27.165 timed out. (connect timeout=17)')) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:57:05.727960 :  saved file guessing-game+noun+us.mp3 at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:57:16.815300 :  saved file guessing-game+noun+uk.mp3 at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:58:08.433385 :  Searching vocabulary <<guessing game>> at 136 - read_vocabulary_to_search - /Users/truongthuan/Develop/python/blog/dictionary/search.py
2021-03-21 17:58:36.285010 :  saved file guessing-game+noun+us.mp3 at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:58:44.996608 :  saved file guessing-game+noun+uk.mp3 at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:58:45.012318 :  Saved <Name: guessing-game> successfully. at 37 - searchVocabulary - /Users/truongthuan/Develop/python/blog/dictionary/search.py
2021-03-21 17:58:45.703570 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x1079d3940>: Failed to establish a new connection: [Errno 61] Connection refused'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
